WordId,CategoryId,WordKey,DescriptionKey,Word_es-AR,Description_es-AR,Word_en,Description_en
hot.ano,hot,word.hot.ano.name,word.hot.ano.description,Ano,"Abertura final del aparato digestivo y, para algunas personas, una zona de placer.",Anus,"The digestive tract’s final opening and, for some people, a source of pleasure."
hot.nude,hot,word.hot.nude.name,word.hot.nude.description,Nude,Foto íntima con desnudez que suele enviarse por mensaje y a veces termina donde no debía.,Nude,Intimate nude photo usually sent by message and occasionally ending up somewhere it absolutely should not.
hot.tetas,hot,word.hot.tetas.name,word.hot.tetas.description,Tetas,"Forma vulgar y directa de referirse a los senos; anatómicamente normales, socialmente sobreactuados.",Tits,"Blunt slang for breasts: anatomically ordinary, socially overhyped."
hot.orgia,hot,word.hot.orgia.name,word.hot.orgia.description,Orgía,Encuentro sexual grupal donde la logística puede ser más complicada que el deseo.,Orgy,Group-sex gathering where logistics can become more complicated than desire.
hot.chupon,hot,word.hot.chupon.name,word.hot.chupon.description,Chupón,Marca rojiza o violácea que queda en la piel después de una succión intensa.,Hickey,Red or purple mark left on the skin after intense sucking.
dark_humor.epstein,dark_humor,word.dark_humor.epstein.name,word.dark_humor.epstein.description,Epstein,"Financista estadounidense convertido en símbolo de abuso, tráfico sexual y conexiones con gente poderosa.",Epstein,"American financier who became a symbol of abuse, sex trafficking, and ties to powerful people."
dark_humor.judios,dark_humor,word.dark_humor.judios.name,word.dark_humor.judios.description,Judíos,Personas que forman parte del pueblo o la religión judía; meterlas en una categoría funable ya es parte del chiste incómodo.,Jewish people,People belonging to the Jewish people or faith; putting them in a cancel-me category is itself the uncomfortable joke.
dark_humor.pedofilia,dark_humor,word.dark_humor.pedofilia.name,word.dark_humor.pedofilia.description,Pedofilia,"Atracción sexual de un adulto hacia menores; es abuso, delito y no tiene remate gracioso.",Pedophilia,"Adult sexual attraction toward children; it is abuse, a crime, and not a punchline."
dark_humor.zoofilia,dark_humor,word.dark_humor.zoofilia.name,word.dark_humor.zoofilia.description,Zoofilia,"Actividad o atracción sexual que involucra animales, incapaces de dar consentimiento.",Bestiality,"Sexual activity or attraction involving animals, who cannot consent."
dark_humor.necrofilia,dark_humor,word.dark_humor.necrofilia.name,word.dark_humor.necrofilia.description,Necrofilia,"Atracción o actividad sexual con cadáveres; delito, tabú extremo y boleto directo a la morgue.",Necrophilia,"Sexual attraction to or activity involving corpses: criminal, deeply taboo, and straight-to-the-morgue territory."
